Strategy,Total Output,End WIP,Avg Cycle Time,Strategy Label
original,53,42,13.0,Base Game
original,56,46,15.45,Base Game
original,55,54,15.53,Base Game
original,53,44,13.18,Base Game
original,54,53,15.89,Base Game
original,55,40,12.68,Base Game
original,51,57,16.87,Base Game
original,53,55,15.0,Base Game
original,50,56,14.93,Base Game
original,53,59,16.47,Base Game
original,56,41,12.65,Base Game
original,56,53,13.9,Base Game
original,55,54,15.11,Base Game
original,48,68,17.58,Base Game
original,50,66,14.57,Base Game
original,59,53,13.78,Base Game
original,53,57,15.53,Base Game
original,51,69,15.93,Base Game
original,54,54,14.61,Base Game
original,49,62,15.38,Base Game
original,52,66,15.56,Base Game
original,55,51,14.89,Base Game
original,50,52,15.79,Base Game
original,54,39,14.72,Base Game
original,55,54,14.63,Base Game
original,50,48,17.43,Base Game
original,52,64,15.31,Base Game
original,57,45,15.0,Base Game
original,51,65,15.0,Base Game
original,54,41,13.83,Base Game
original,50,58,17.21,Base Game
original,48,51,16.08,Base Game
original,54,51,15.33,Base Game
original,48,61,15.58,Base Game
original,46,65,16.0,Base Game
original,50,56,15.29,Base Game
original,57,56,14.55,Base Game
original,54,48,14.83,Base Game
original,48,64,16.83,Base Game
original,51,52,15.73,Base Game
original,53,59,15.29,Base Game
original,60,33,13.46,Base Game
original,51,52,16.93,Base Game
original,53,43,16.65,Base Game
original,51,66,16.27,Base Game
original,55,66,15.79,Base Game
original,55,59,14.21,Base Game
original,48,49,15.17,Base Game
original,51,62,16.73,Base Game
original,53,49,13.82,Base Game
original,45,64,17.44,Base Game
original,55,47,14.47,Base Game
original,47,54,16.82,Base Game
original,54,56,16.78,Base Game
original,54,54,14.83,Base Game
original,49,56,16.54,Base Game
original,50,65,16.86,Base Game
original,58,42,13.45,Base Game
original,55,52,15.95,Base Game
original,48,52,16.67,Base Game
original,55,53,14.74,Base Game
original,52,49,14.25,Base Game
original,54,54,14.72,Base Game
original,57,45,13.24,Base Game
original,50,67,15.5,Base Game
original,54,44,14.5,Base Game
original,51,58,15.67,Base Game
original,49,50,15.85,Base Game
original,56,42,15.05,Base Game
original,56,45,12.75,Base Game
original,52,68,16.06,Base Game
original,52,49,16.44,Base Game
original,50,59,15.29,Base Game
original,57,59,14.19,Base Game
original,59,48,13.09,Base Game
original,51,60,15.33,Base Game
original,55,52,14.42,Base Game
original,55,48,15.47,Base Game
original,50,51,15.21,Base Game
original,48,67,15.58,Base Game
original,49,43,16.15,Base Game
original,55,57,15.68,Base Game
original,49,62,15.31,Base Game
original,53,41,15.0,Base Game
original,54,49,14.44,Base Game
original,50,51,14.36,Base Game
original,58,47,14.27,Base Game
original,53,57,14.41,Base Game
original,56,50,14.0,Base Game
original,52,58,16.19,Base Game
original,54,60,15.0,Base Game
original,59,50,15.0,Base Game
original,48,67,15.0,Base Game
original,56,38,14.35,Base Game
original,50,53,14.79,Base Game
original,49,61,16.31,Base Game
original,57,41,14.9,Base Game
original,57,43,15.19,Base Game
original,55,56,15.37,Base Game
original,49,59,15.85,Base Game
original,51,45,14.6,Base Game
original,55,41,15.53,Base Game
original,51,64,16.33,Base Game
original,43,72,18.57,Base Game
original,58,53,14.36,Base Game
original,56,62,15.15,Base Game
original,56,47,12.3,Base Game
original,51,62,16.67,Base Game
original,52,48,15.56,Base Game
original,52,70,15.75,Base Game
original,54,60,15.39,Base Game
original,53,45,16.59,Base Game
original,49,60,16.77,Base Game
original,50,54,16.14,Base Game
original,47,61,17.45,Base Game
original,47,55,17.18,Base Game
original,60,53,14.21,Base Game
original,53,50,14.65,Base Game
original,51,47,13.87,Base Game
original,52,52,15.5,Base Game
original,59,58,15.3,Base Game
original,49,52,14.0,Base Game
original,57,42,14.52,Base Game
original,52,47,14.75,Base Game
original,56,41,13.85,Base Game
original,62,46,13.65,Base Game
original,54,61,14.67,Base Game
original,55,49,14.21,Base Game
original,58,51,15.18,Base Game
original,53,63,15.65,Base Game
original,49,61,15.77,Base Game
original,55,61,14.84,Base Game
original,52,56,15.69,Base Game
original,55,60,14.79,Base Game
original,54,57,15.83,Base Game
original,52,61,16.12,Base Game
original,52,59,14.38,Base Game
original,58,45,12.0,Base Game
original,47,60,16.45,Base Game
original,55,54,13.95,Base Game
original,61,58,14.88,Base Game
original,54,59,15.61,Base Game
original,55,40,14.42,Base Game
original,57,42,14.38,Base Game
original,57,56,13.95,Base Game
original,51,50,13.67,Base Game
original,52,53,16.44,Base Game
original,57,54,16.24,Base Game
original,54,59,14.17,Base Game
original,55,51,15.11,Base Game
original,52,56,15.75,Base Game
original,54,58,15.89,Base Game
original,54,31,15.61,Base Game
original,50,41,15.57,Base Game
original,49,59,15.23,Base Game
original,49,64,15.0,Base Game
original,56,63,13.45,Base Game
original,51,57,16.53,Base Game
original,52,72,17.31,Base Game
original,51,64,16.73,Base Game
original,53,45,15.29,Base Game
original,44,59,17.0,Base Game
original,55,49,15.16,Base Game
original,51,52,14.67,Base Game
original,48,71,15.75,Base Game
original,55,48,14.58,Base Game
original,53,67,16.65,Base Game
original,54,62,14.94,Base Game
original,54,52,15.33,Base Game
original,49,62,17.92,Base Game
original,51,63,15.33,Base Game
original,53,51,14.06,Base Game
original,56,62,15.8,Base Game
original,57,42,13.86,Base Game
original,53,52,16.41,Base Game
original,45,65,16.89,Base Game
original,54,47,14.83,Base Game
original,53,44,15.0,Base Game
original,49,60,15.08,Base Game
original,51,67,16.07,Base Game
original,45,60,17.33,Base Game
original,56,62,15.7,Base Game
original,58,43,13.77,Base Game
original,54,50,15.17,Base Game
original,49,48,15.15,Base Game
original,53,63,15.35,Base Game
original,55,52,15.21,Base Game
original,53,47,14.65,Base Game
original,58,44,13.5,Base Game
original,50,54,15.5,Base Game
original,52,49,14.19,Base Game
original,49,56,14.69,Base Game
original,54,55,14.94,Base Game
original,52,52,15.5,Base Game
original,53,49,13.71,Base Game
original,44,69,17.0,Base Game
original,52,38,12.88,Base Game
original,47,65,15.45,Base Game
original,52,53,16.62,Base Game
original,55,55,15.32,Base Game
original,49,70,16.08,Base Game
original,47,62,17.0,Base Game
original,53,46,15.41,Base Game
original,53,52,15.06,Base Game
original,53,50,15.18,Base Game
original,51,53,17.67,Base Game
original,55,54,14.37,Base Game
original,53,52,17.65,Base Game
original,50,52,15.86,Base Game
original,54,55,13.89,Base Game
original,50,52,16.07,Base Game
original,56,48,15.45,Base Game
original,52,61,15.31,Base Game
original,48,63,15.75,Base Game
original,57,49,16.48,Base Game
original,58,51,14.36,Base Game
original,49,54,16.85,Base Game
original,50,54,15.29,Base Game
original,51,45,14.33,Base Game
original,53,41,12.88,Base Game
original,52,49,15.12,Base Game
original,52,51,16.0,Base Game
original,52,53,14.19,Base Game
original,55,56,13.84,Base Game
original,53,49,14.65,Base Game
original,53,53,15.76,Base Game
original,56,48,13.45,Base Game
original,50,50,16.64,Base Game
original,49,65,17.08,Base Game
original,50,64,14.43,Base Game
original,49,54,16.0,Base Game
original,56,51,15.2,Base Game
original,49,58,15.69,Base Game
original,53,56,14.65,Base Game
original,54,48,14.0,Base Game
original,52,47,13.5,Base Game
original,52,58,13.75,Base Game
original,44,58,16.38,Base Game
original,53,60,16.0,Base Game
original,52,50,12.38,Base Game
original,52,60,15.88,Base Game
original,56,51,14.95,Base Game
original,50,40,16.43,Base Game
original,51,44,16.67,Base Game
original,57,40,13.52,Base Game
original,45,62,19.0,Base Game
original,52,53,15.5,Base Game
original,55,32,12.89,Base Game
original,48,59,16.58,Base Game
original,55,34,13.84,Base Game
original,56,52,14.6,Base Game
original,52,36,14.44,Base Game
original,54,68,15.39,Base Game
original,54,35,12.33,Base Game
original,54,53,15.61,Base Game
original,54,51,15.61,Base Game
original,51,60,15.8,Base Game
original,50,46,14.86,Base Game
original,56,46,14.25,Base Game
original,50,57,16.36,Base Game
original,52,54,14.69,Base Game
original,57,50,14.62,Base Game
original,52,54,15.69,Base Game
original,48,62,16.33,Base Game
original,52,46,16.56,Base Game
original,53,53,15.76,Base Game
original,51,53,15.33,Base Game
original,50,42,13.57,Base Game
original,49,54,14.0,Base Game
original,50,54,14.79,Base Game
original,49,65,15.85,Base Game
original,53,55,12.88,Base Game
original,47,46,16.73,Base Game
original,59,52,13.39,Base Game
original,54,45,14.44,Base Game
original,52,54,16.56,Base Game
original,51,62,16.47,Base Game
original,53,64,14.82,Base Game
original,53,46,15.12,Base Game
original,46,62,17.0,Base Game
original,51,56,16.93,Base Game
original,56,41,13.1,Base Game
original,54,41,13.17,Base Game
original,51,59,16.4,Base Game
original,52,54,15.94,Base Game
original,53,52,16.0,Base Game
original,49,64,16.92,Base Game
original,53,57,15.47,Base Game
original,52,53,14.25,Base Game
original,52,44,13.75,Base Game
original,52,47,15.5,Base Game
original,53,61,14.88,Base Game
original,53,49,14.82,Base Game
original,52,53,14.69,Base Game
original,50,52,15.79,Base Game
original,50,55,15.86,Base Game
original,58,61,14.5,Base Game
original,49,64,16.0,Base Game
original,44,59,17.12,Base Game
original,53,50,13.71,Base Game
original,52,67,14.81,Base Game
original,55,48,16.42,Base Game
original,53,54,15.35,Base Game
original,53,52,16.65,Base Game
original,55,49,14.63,Base Game
original,48,63,16.0,Base Game
original,52,43,12.75,Base Game
original,45,61,16.67,Base Game
original,55,52,14.79,Base Game
original,51,58,16.73,Base Game
original,55,42,14.89,Base Game
original,54,63,15.5,Base Game
original,50,43,15.71,Base Game
original,54,43,13.94,Base Game
original,51,55,15.33,Base Game
original,56,53,14.0,Base Game
original,53,36,13.71,Base Game
original,52,62,15.5,Base Game
original,55,52,14.74,Base Game
original,55,49,15.84,Base Game
original,53,48,14.88,Base Game
original,51,66,14.6,Base Game
original,55,43,15.05,Base Game
original,49,53,15.69,Base Game
original,53,54,15.47,Base Game
original,54,60,16.0,Base Game
original,53,63,15.76,Base Game
original,53,38,15.88,Base Game
original,53,46,15.71,Base Game
original,56,45,14.8,Base Game
original,47,62,16.55,Base Game
original,47,64,17.09,Base Game
original,53,45,13.41,Base Game
original,54,52,15.0,Base Game
original,53,47,14.59,Base Game
original,47,49,16.18,Base Game
original,52,49,15.69,Base Game
original,47,57,16.82,Base Game
original,51,66,14.87,Base Game
original,50,53,16.14,Base Game
original,45,63,17.44,Base Game
original,56,44,14.25,Base Game
original,54,58,14.94,Base Game
original,52,47,16.62,Base Game
original,55,51,14.95,Base Game
original,57,47,14.14,Base Game
original,52,45,15.0,Base Game
original,46,60,16.1,Base Game
original,56,44,15.7,Base Game
original,52,48,14.38,Base Game
original,50,51,15.43,Base Game
original,51,59,15.33,Base Game
original,56,41,14.55,Base Game
original,49,58,17.62,Base Game
original,51,49,15.0,Base Game
original,57,53,15.33,Base Game
original,47,54,17.27,Base Game
original,55,60,13.74,Base Game
original,51,62,14.8,Base Game
original,53,56,16.53,Base Game
original,53,48,14.35,Base Game
original,55,59,14.58,Base Game
original,56,41,12.9,Base Game
original,55,34,12.63,Base Game
original,54,44,14.28,Base Game
original,53,55,14.71,Base Game
original,52,45,14.69,Base Game
original,49,48,15.0,Base Game
original,53,43,16.12,Base Game
original,49,61,16.08,Base Game
original,53,68,15.18,Base Game
original,56,61,15.95,Base Game
original,55,63,15.89,Base Game
original,51,56,15.47,Base Game
original,52,57,15.56,Base Game
original,47,58,16.0,Base Game
original,45,54,16.44,Base Game
original,50,49,14.29,Base Game
original,50,59,16.79,Base Game
original,57,58,14.57,Base Game
original,50,58,16.29,Base Game
original,53,60,15.29,Base Game
original,54,54,14.33,Base Game
original,50,48,15.93,Base Game
original,56,51,16.0,Base Game
original,56,45,14.5,Base Game
original,54,45,13.17,Base Game
original,54,48,15.5,Base Game
original,60,46,13.38,Base Game
original,56,45,14.15,Base Game
original,52,69,15.06,Base Game
original,55,48,14.47,Base Game
original,48,59,17.08,Base Game
original,50,59,16.71,Base Game
original,47,53,16.18,Base Game
original,52,57,16.38,Base Game
original,55,65,15.21,Base Game
original,53,47,13.47,Base Game
original,53,58,14.59,Base Game
original,54,55,15.61,Base Game
original,52,43,14.81,Base Game
original,51,41,13.13,Base Game
original,54,60,15.39,Base Game
original,50,50,16.0,Base Game
original,58,52,15.36,Base Game
original,54,44,13.22,Base Game
original,55,45,14.0,Base Game
original,50,61,16.5,Base Game
original,48,61,17.33,Base Game
original,55,51,13.26,Base Game
original,55,54,14.32,Base Game
original,54,56,15.22,Base Game
original,53,45,15.06,Base Game
original,51,63,15.87,Base Game
original,49,74,16.62,Base Game
original,46,70,16.4,Base Game
original,47,69,16.18,Base Game
original,56,37,12.1,Base Game
original,48,43,15.5,Base Game
original,54,42,13.56,Base Game
original,58,61,14.27,Base Game
original,54,38,13.78,Base Game
original,55,49,14.26,Base Game
original,52,48,15.44,Base Game
original,54,57,14.83,Base Game
original,49,79,16.0,Base Game
original,49,49,14.69,Base Game
original,46,57,17.2,Base Game
original,54,47,15.78,Base Game
original,50,69,15.5,Base Game
original,50,52,15.0,Base Game
original,49,57,16.23,Base Game
original,52,53,14.12,Base Game
original,56,55,15.0,Base Game
original,54,54,12.72,Base Game
original,50,66,16.14,Base Game
original,48,49,16.17,Base Game
original,51,43,14.67,Base Game
original,54,45,14.78,Base Game
original,50,58,15.57,Base Game
original,58,54,14.5,Base Game
original,55,52,14.74,Base Game
original,52,67,16.56,Base Game
original,57,52,14.81,Base Game
original,44,62,18.5,Base Game
original,57,61,14.81,Base Game
original,52,46,14.81,Base Game
original,56,59,15.65,Base Game
original,57,57,14.86,Base Game
original,49,60,16.08,Base Game
original,56,57,14.85,Base Game
original,57,41,14.24,Base Game
original,52,49,15.56,Base Game
original,55,48,15.16,Base Game
original,51,53,15.67,Base Game
original,50,73,15.21,Base Game
original,50,56,15.64,Base Game
original,51,58,15.2,Base Game
original,48,52,15.92,Base Game
original,47,63,14.91,Base Game
original,53,51,15.71,Base Game
original,53,52,15.35,Base Game
original,52,57,15.5,Base Game
original,53,55,14.71,Base Game
original,61,44,15.12,Base Game
original,53,50,16.06,Base Game
original,56,44,16.9,Base Game
original,55,53,14.47,Base Game
original,59,49,12.78,Base Game
original,50,52,14.79,Base Game
original,50,47,14.79,Base Game
original,56,50,15.55,Base Game
original,49,53,15.0,Base Game
original,51,45,13.47,Base Game
original,52,66,15.44,Base Game
original,57,55,13.43,Base Game
original,51,60,15.93,Base Game
original,57,44,13.86,Base Game
original,50,70,16.79,Base Game
original,50,60,15.71,Base Game
original,54,47,12.83,Base Game
original,49,47,16.54,Base Game
original,52,56,17.06,Base Game
original,52,55,15.5,Base Game
original,54,45,15.0,Base Game
original,57,35,14.57,Base Game
original,57,57,16.0,Base Game
original,55,43,14.16,Base Game
original,47,58,16.36,Base Game
original,56,54,15.1,Base Game
original,52,54,14.19,Base Game
original,51,65,15.8,Base Game
original,55,53,16.11,Base Game
original,50,60,16.14,Base Game
original,52,57,15.62,Base Game
original,47,75,15.45,Base Game
original,56,54,14.9,Base Game
original,56,48,16.45,Base Game
original,48,48,16.5,Base Game
original,57,55,13.9,Base Game
original,44,65,17.62,Base Game
original,49,71,17.0,Base Game
original,52,41,15.12,Base Game
original,51,55,14.2,Base Game
original,53,69,17.0,Base Game
original,53,68,15.76,Base Game
original,58,54,13.86,Base Game
original,55,64,14.16,Base Game
original,55,50,13.53,Base Game
original,47,69,15.91,Base Game
original,54,41,14.22,Base Game
original,55,41,14.68,Base Game
original,54,70,15.5,Base Game
original,53,52,15.47,Base Game
original,57,46,14.67,Base Game
original,51,46,15.6,Base Game
original,52,57,15.56,Base Game
original,51,53,16.93,Base Game
original,57,55,15.0,Base Game
original,51,49,14.87,Base Game
original,56,54,14.4,Base Game
original,51,54,14.14,Base Game
original,46,62,15.4,Base Game
original,56,57,15.95,Base Game
original,56,48,13.85,Base Game
original,48,54,15.75,Base Game
original,55,42,12.74,Base Game
original,49,67,15.54,Base Game
original,43,57,18.0,Base Game
original,53,53,15.35,Base Game
original,51,45,16.6,Base Game
original,52,53,15.25,Base Game
original,57,46,13.57,Base Game
